"","factory_location","destination","distance_km","transport_mode","fuel_price","shipment_weight","shipment_volume","num_stops","shipment_urgency","weather_conditions","carrier_reliability","order_volume","product_type","packaging_type","special_handling","customs_clearance","supply_chain_disruption","seasonality","temp_control","delivery_lead_time","id"
"689","San Jose","Indianapolis",2170,"Road",0.55,18879,23.9,1,"Low","Clear",83.6,748,"Electronics","Refrigerated","No","No","No","Peak","No",4.4,689
"690","Houston","Detroit",2491,"Road",0.78,1941,8.7,2,"Low","Snow",78.9,293,"Pharmaceutical","Refrigerated","No","Yes","No","Off-Peak","No",9.2,690
"691","Fort Worth","Miami",2746,"Road",0.55,17715,34.6,0,"Low","Clear",85.2,106,"Automotive","Refrigerated","No","No","No","Off-Peak","No",5,691
"692","San Diego","Seattle",435,"Road",1.91,6037,23.3,1,"Medium","Clear",75,101,"Pharmaceutical","Refrigerated","No","No","No","Off-Peak","No",1,692
"693","Charlotte","Cleveland",181,"Road",1.24,3239,14.8,2,"Low","Clear",88,472,"Food","Refrigerated","Yes","Yes","No","Off-Peak","No",3.1,693
"694","Charlotte","Seattle",2965,"Road",1.7,2327,57.3,2,"Medium","Rain",90.6,392,"Furniture","Refrigerated","No","No","No","Off-Peak","No",7.1,694
"695","Austin","Kansas City",1199,"Air",1.34,1734,68.4,0,"High","Clear",95.9,398,"Pharmaceutical","Standard","No","No","Yes","Off-Peak","No",3.5,695
"696","Houston","Las Vegas",2148,"Road",0.66,4714,33.4,1,"Low","Clear",97.3,695,"Electronics","Fragile","No","No","No","Peak","No",4.6,696
"697","Fort Worth","Kansas City",1602,"Air",0.52,17236,90.9,1,"Low","Clear",74.3,220,"Electronics","Oversized","No","No","No","Off-Peak","No",2.7,697
"698","Chicago","Sacramento",1191,"Rail",1.15,8323,25.2,1,"High","Rain",78.5,89,"Food","Standard","No","No","No","Peak","No",2.8,698
"699","San Antonio","Boston",2170,"Road",NA,14278,60.1,2,"Medium","Clear",79.9,871,"Pharmaceutical","Fragile","Yes","Yes","No","Off-Peak","No",6.6,699
"700","New York","Detroit",2647,"Road",1.71,18605,67.2,2,"Low","Clear",86.5,416,"Automotive","Fragile","No","No","No","Off-Peak","No",7.1,700
"701","Philadelphia","Cincinnati",407,"Rail",1.27,6163,79.4,3,"Low","Rain",91.8,515,"Food","Refrigerated","No","No","No","Off-Peak","No",3.2,701
"702","Fort Worth","Miami",1133,"Rail",1.31,14797,44.8,1,"Medium","Clear",80.2,728,"Automotive","Standard","No","No","No","Off-Peak","No",2.4,702
"703","San Jose","Indianapolis",2380,"Road",1.89,13117,26.5,1,"High","Rain",70.5,701,"Electronics","Refrigerated","No","No","No","Peak","Yes",4.5,703
"704","Jacksonville","Cincinnati",686,"Road",0.61,6159,56.6,0,"Medium","Clear",93.5,192,"Furniture","Standard","No","Yes","No","Off-Peak","No",3.5,704
"705","San Jose","Las Vegas",1881,"Road",0.53,528,45,0,"Medium","Clear",97.1,487,"Electronics",NA,"No","Yes","No","Off-Peak","No",5,705
"706","New York","Cincinnati",1164,"Road",1.34,7705,56.8,1,"Low","Rain",85.8,780,"Furniture","Oversized","No","Yes","No","Off-Peak","No",5.1,706
"707","San Antonio","Detroit",1832,"Air",0.66,5134,45.1,2,"Low","Storm",77.7,196,"Clothing","Refrigerated","No","No","No","Peak","No",4.5,707
"708","Phoenix","Miami",1715,"Road",0.89,10701,94.6,1,"Low","Clear",94.1,604,"Food","Fragile","No","No","No","Peak","No",3.5,708
"709","Philadelphia","Denver",2099,"Road",0.71,13398,8.6,1,"Low","Snow",74.4,722,"Clothing","Refrigerated","Yes","Yes","No","Off-Peak","No",8.5,709
"710","San Jose","Sacramento",2452,"Road",0.73,5910,33.4,1,"Low","Clear",85.1,660,"Furniture","Refrigerated","No","No","No","Peak","No",5.3,710
"711","Fort Worth","Nashville",1388,"Road",1.35,9472,54,1,"Low","Rain",87,221,"Automotive","Standard","No","Yes","No","Off-Peak","No",6.8,711
"712","Philadelphia","Detroit",1141,"Air",0.59,7654,67.7,0,"Low","Clear",87.7,563,"Food","Oversized","No","Yes","Yes","Off-Peak","No",5.9,712
"713","Dallas",NA,2477,"Road",1.44,2089,68.7,1,"Medium","Clear",99.6,804,"Pharmaceutical","Oversized","Yes","No","No","Off-Peak","No",5.2,713
"714","San Diego","Boston",1562,"Road",1.6,3646,1.5,1,"Low","Clear",94.5,51,"Pharmaceutical","Oversized","Yes","No","Yes","Off-Peak","No",6,714
"715","New York","Cincinnati",2238,"Rail",1.06,16916,75.5,2,"Low","Snow",77.5,992,"Food","Fragile","No","No","No","Off-Peak","No",5.3,715
"716","Philadelphia","Cincinnati",2556,"Road",1.56,9506,27.4,3,"Low","Clear",77.1,946,"Clothing","Refrigerated","No","No","No","Off-Peak","No",6.9,716
"717","Los Angeles","Miami",1349,"Road",0.58,17564,90.7,1,"Medium","Clear",72,638,"Food","Refrigerated","No","Yes","No","Peak","Yes",5,717
"718","San Diego","Kansas City",1247,"Road",1.38,16852,48.8,0,"Low","Clear",92.3,483,"Food","Oversized","No","No","No","Off-Peak","No",2.4,718
"719","Columbus","Las Vegas",2560,"Air",0.9,3555,8,0,"High","Clear",83.4,753,"Pharmaceutical","Oversized","No","Yes","No","Off-Peak","No",4.1,719
"720","Jacksonville","Sacramento",2195,"Road",0.77,14519,36,1,"Low","Clear",71.3,981,"Automotive","Standard","Yes","Yes","No","Off-Peak","No",6.7,720
"721","San Jose","Boston",1864,"Road",0.93,8586,73.4,2,"Medium","Clear",96.4,672,"Food","Oversized","No","No","Yes","Off-Peak","No",6.4,721
"722","San Diego","Atlanta",2115,"Road",1.41,11746,49.3,0,"Low","Clear",90.9,342,"Furniture","Refrigerated","No","No","No","Off-Peak","No",4.3,722
"723","Charlotte","Miami",2257,"Road",1.13,NA,76.6,0,"Medium","Clear",81.7,896,"Electronics","Fragile","Yes","No","No","Peak","Yes",3.5,723
"724","Dallas","Las Vegas",822,"Road",1.45,18520,27.9,0,"Medium","Clear",93.8,433,"Food","Refrigerated","No","No","Yes","Off-Peak","No",4.9,724
"725","San Diego","Atlanta",865,"Road",1.92,16142,42.3,2,"Medium","Clear",91.8,115,"Food","Standard","No","Yes","No","Peak","Yes",4.4,725
"726","Dallas","Miami",638,"Air",1.29,18845,74.1,2,"Low","Rain",85.1,882,"Pharmaceutical","Oversized","Yes","No","No","Peak","No",1.9,726
"727","Dallas","Detroit",2832,"Air",0.87,6040,72.9,3,"Medium","Rain",96.3,178,"Clothing","Oversized","No","No","Yes","Off-Peak","No",8.7,727
"728","Houston","Indianapolis",850,"Road",1.61,133,21.7,2,"Medium","Clear",91.5,947,"Clothing","Refrigerated","No","No","No","Off-Peak","No",2.8,728
"729","New York","Orlando",1520,"Road",1.3,3878,8.8,2,"Medium","Clear",71.3,534,"Automotive","Standard","Yes","Yes","No","Off-Peak","No",5.6,729
"730","Chicago","Cincinnati",158,"Road",0.7,14893,53,1,"Medium","Storm",91.6,256,"Electronics","Oversized","No","No","Yes","Peak","No",5.1,730
"731","San Diego","Atlanta",2415,"Road",0.86,12736,58.9,2,"Medium","Clear",91.8,481,"Furniture","Refrigerated","No","No","No","Off-Peak","No",5,731
"732","Los Angeles","Indianapolis",1245,"Road",0.68,10162,9.4,0,"Low","Rain",72.6,364,"Pharmaceutical","Oversized","Yes","Yes","No","Off-Peak","No",5.1,732
"733","New York","Nashville",1407,"Rail",0.66,651,1.1,0,"Medium","Clear",79.1,134,"Automotive","Standard","No","No","No","Peak","No",2.7,733
"734","Dallas","Indianapolis",2797,"Road",1.48,1315,18,1,"Low","Clear",86.7,347,"Electronics","Fragile","Yes","No","No","Off-Peak","No",6.6,734
"735","San Antonio","Atlanta",1200,"Road",1.61,3504,62.6,1,"Medium","Clear",84.3,49,"Clothing","Standard","No","No","No","Off-Peak","No",2.5,735
"736","San Antonio","Cincinnati",2250,"Rail",1.17,19883,72.2,0,"Low","Snow",92.6,786,"Electronics","Standard","Yes","No","Yes","Peak","Yes",7,736
"737","Fort Worth","Detroit",2362,"Road",0.72,15630,94.6,2,"Low","Clear",99.6,325,"Pharmaceutical","Fragile","No","No","No","Off-Peak","No",4.2,737
"738","Fort Worth","Indianapolis",662,"Road",1.76,10494,48.2,2,"Low","Snow",92.7,716,"Pharmaceutical","Fragile","No","No","No","Off-Peak","No",3.6,738
"739","Houston","Indianapolis",217,"Air",2,980,93.9,NA,"Medium","Clear",88,951,"Electronics","Standard","No","No","No","Peak","No",1.3,739
"740","Columbus","Kansas City",1028,"Rail",0.53,5477,40,2,"High","Clear",81.6,309,"Automotive","Oversized","Yes","No","No","Off-Peak","No",1.1,740
"741","Jacksonville","Indianapolis",2067,"Rail",1.31,2387,1.4,0,"Low","Clear",93.7,988,"Food","Refrigerated","No","No","No","Off-Peak","No",4.5,741
"742","San Antonio","Denver",2315,"Road",1.69,NA,2.9,1,"Medium","Rain",79,165,"Food","Refrigerated","No","No","No","Off-Peak","No",5.7,742
"743","Houston","Denver",1976,"Road",1.29,8157,70.7,0,"Medium","Clear",74.8,800,"Clothing","Oversized","No","No","No","Off-Peak","No",2.7,743
"744","Fort Worth","Denver",2805,"Rail",0.87,17729,96,1,"Low","Rain",77.5,564,"Electronics","Refrigerated","No","No","No","Off-Peak","No",5.3,744
"745","Jacksonville","Cincinnati",60,"Rail",1.21,7688,37,1,NA,"Clear",90,62,"Pharmaceutical","Fragile","No","Yes","No","Peak","No",1.6,745
"746","Dallas","Sacramento",1166,"Air",0.94,8613,38.5,1,"Low","Clear",72.6,480,"Automotive","Fragile","No","Yes","No","Off-Peak","No",4.7,746
"747","Austin","Atlanta",1949,"Road",1.95,890,49.5,0,"Low","Clear",83.5,776,"Automotive","Standard","Yes","No","No","Off-Peak","No",4,747
"748","Fort Worth","Denver",342,"Rail",1.55,9047,92.9,2,"Low","Clear",82.6,828,"Electronics","Refrigerated","No","Yes","No","Off-Peak","No",3.9,748
"749","Houston","Las Vegas",94,"Road",1.62,13926,2.3,2,"Low","Rain",82.2,302,"Furniture","Oversized","Yes","No","Yes","Off-Peak","No",4.7,749
"750","San Jose","Cleveland",488,"Road",0.52,16188,11.8,2,"Medium","Clear",91.1,89,"Electronics","Refrigerated","No","No","No","Off-Peak","No",1.8,750
"751","Columbus","Denver",2249,"Air",1.1,3155,65.3,1,"Low","Rain",91.3,555,"Automotive","Standard","No","No","No","Off-Peak","Yes",3.2,751
"752","Charlotte","Cincinnati",12413,"Road",1.18,11095,23.4,2,"Medium","Clear",99.7,705,"Electronics","Fragile","No","No","No","Peak","No",4.2,752
"753","Dallas","Miami",1009,"Road",0.68,8800,30.6,1,"Medium","Storm",72,753,"Electronics","Standard","No","Yes","No","Peak","No",5.8,753
"754","Jacksonville","Cincinnati",837,"Road",0.89,14601,86.3,0,"Low","Storm",76.7,840,"Electronics","Standard","No","No","No","Off-Peak","No",3.4,754
"755","San Diego","Detroit",768,"Road",0.72,8499,64.9,3,"Low","Clear",97.5,952,"Electronics","Refrigerated","No","No","No","Off-Peak","Yes",2.2,755
"756","San Antonio","Atlanta",2871,"Rail",1.13,9046,35.6,0,"Low","Clear",72.4,674,"Pharmaceutical","Fragile","No","Yes","No","Off-Peak","No",6.8,756
"757","Dallas","Atlanta",1517,"Air",0.82,15164,43,1,"High","Clear",99.7,558,"Furniture","Standard","No","Yes","No","Peak","No",3.6,757
"758","Charlotte","Cleveland",2099,"Road",1.28,5004,49.2,1,"Medium","Clear",99.6,173,"Pharmaceutical","Refrigerated","Yes","No","No","Off-Peak","No",5,758
"759","Chicago","Boston",2750,"Road",1.83,9527,16.1,2,"Low","Clear",79.9,248,"Pharmaceutical","Refrigerated","No","Yes","No","Off-Peak","No",9.3,759
"760","New York","Cincinnati",1846,"Rail",1.27,4635,54.8,1,"Medium","Rain",96.2,109,"Pharmaceutical","Oversized","No","No","Yes","Peak","No",6.6,760
"761","Austin","Miami",825,"Air",1.14,8987,63.4,2,"Low","Clear",90.9,780,"Pharmaceutical","Refrigerated","No","Yes","No","Off-Peak","No",3.2,761
"762","San Antonio","Seattle",2761,"Road",0.94,18079,42.1,1,"High","Rain",84.2,851,"Food","Refrigerated","Yes","No","No","Peak","No",4.8,762
"763","Chicago","Sacramento",2149,"Road",0.84,19025,72.7,3,"Medium","Rain",99.4,796,"Clothing","Fragile","No","Yes","No","Peak","No",7.1,763
"764","Charlotte","Indianapolis",179,"Road",0.58,11762,92.6,4,"Low","Rain",92.9,980,"Pharmaceutical","Oversized","No","No","No","Off-Peak","No",3,764
"765","San Antonio","Boston",1919,"Road",1.68,12936,52.6,0,"Low","Clear",75.7,819,"Food","Standard","No","No","Yes","Off-Peak","No",6.4,765
"766","San Jose","Denver",2566,"Road",1.94,18870,44.2,0,"Low","Rain",92.6,123,"Pharmaceutical","Oversized","No","No","No","Peak","No",5.5,766
"767","Chicago","Cleveland",401,"Rail",1.87,14697,71.8,1,"Low","Clear",85.6,875,"Furniture","Fragile","Yes","No","No","Off-Peak","No",1,767
"768","Philadelphia","Denver",2859,"Road",0.94,19010,27.4,1,"Medium","Clear",87.3,657,"Food","Oversized","No","No","No","Off-Peak","No",5,768
"769","San Antonio","Denver",170,"Road",0.87,13683,32.8,3,"High","Clear",99.7,617,"Clothing","Fragile","No","No","Yes","Off-Peak","No",3.8,769
"770","Houston","Cleveland",553,"Road",0.96,5242,13.6,0,"Low","Clear",96.6,159,"Furniture","Fragile","No","No","No","Off-Peak","No",1,770
"771","San Jose","Miami",118,"Road",0.99,14353,90.2,4,"Low","Clear",75.3,181,"Automotive","Standard","No","No","No","Off-Peak","No",1.8,771
"772","New York","Orlando",1200,"Road",1.42,9851,96.7,1,"Medium","Clear",84.2,199,"Pharmaceutical","Oversized","Yes","Yes","No","Off-Peak","No",5,772
"773","San Diego","Kansas City",2142,"Road",1.45,18193,36.7,0,"Low","Clear",94.9,557,"Electronics","Refrigerated","Yes","No","No","Peak","Yes",4.3,773
"774","Phoenix","Miami",1984,"Road",0.66,18694,52.3,3,"Low","Clear",90.2,783,"Furniture","Refrigerated","Yes","No","No","Off-Peak","No",5.5,774
"775","Chicago","Atlanta",1484,"Air",1.25,9597,28.8,0,"Low","Clear",90.5,49,"Clothing","Standard","No","Yes","Yes","Off-Peak","No",6.9,775
"776","Jacksonville","Denver",288,"Road",0.57,8858,17.2,2,"Low","Rain",NA,160,"Food","Oversized","No","Yes","No","Off-Peak","No",3.6,776
"777","Phoenix","Miami",2905,"Road",1.49,11959,85.3,2,"Low","Rain",80.7,876,"Electronics","Fragile","No","No","No","Off-Peak","No",7.5,777
"778","Columbus","Portland",1703,"Road",1.93,14160,42.9,1,"Low","Clear",72,154,"Automotive","Refrigerated","No","Yes","No","Peak","No",5.7,778
"779","Phoenix","Orlando",2165,"Road",1.94,19514,86.9,1,"Low","Clear",89.2,697,"Automotive","Refrigerated","No","Yes","No","Off-Peak","No",6.9,779
"780","Columbus","Cincinnati",886,"Road",1.87,9370,62.5,1,"Medium","Clear",71.4,841,"Food","Fragile","No","No","No","Peak","No",1.6,780
"781","Jacksonville","Atlanta",2417,"Road",1.21,6031,75.4,0,"Low","Clear",81.1,761,"Clothing","Oversized","No","Yes","No","Off-Peak","No",6.8,781
"782","Philadelphia","Kansas City",1906,"Road",1.05,16546,3.7,1,"Low","Clear",97.2,323,"Furniture","Oversized","No","No","No","Off-Peak","Yes",4.8,782
"783","Dallas","Orlando",2731,"Road",1.08,18043,59.1,1,"Low","Clear",93.3,568,"Pharmaceutical","Fragile","No","No","Yes","Peak","No",9.2,783
"784","New York","Nashville",1219,"Rail",1.91,12320,5.4,0,"High","Clear",95.2,408,"Automotive","Standard","No","Yes","No","Off-Peak","Yes",3.6,784
"785","Houston","Las Vegas",959,"Air",1.53,5511,94.5,1,"Low","Rain",79.2,18,"Automotive","Refrigerated","No","No","No","Off-Peak","No",1.6,785
"786","Columbus","Orlando",2208,"Rail",1.13,8717,45.5,0,"Low","Storm",88.6,499,"Electronics","Fragile","No","No","No","Off-Peak","No",5.4,786
"787","Chicago","Nashville",2100,"Road",1.22,19132,16.5,2,"Medium","Clear",71.2,278,"Clothing","Oversized","No","Yes","No","Off-Peak","No",7,787
"788","Phoenix","Boston",1334,"Road",1.62,10235,57,2,"Low","Clear",82.2,269,"Furniture","Standard","No","No","No","Off-Peak","No",3.3,788
"789","Los Angeles","Orlando",2432,"Road",1.6,5127,87.4,1,"Low","Rain",93.8,829,"Clothing","Refrigerated","No","Yes","No","Off-Peak","Yes",7.6,789
"790","New York","Miami",952,"Road",1.21,8266,7.2,1,"High","Rain",92.9,734,"Furniture","Standard","No","No",NA,"Off-Peak","No",2.8,790
"791","Jacksonville","Boston",2748,"Road",1.12,4234,95.7,2,"Low","Clear",96.1,398,"Electronics","Standard","No","No","No","Off-Peak","No",6.4,791
"792","Houston","Cincinnati",1908,"Road",1.1,10121,86.3,1,"Low","Clear",71.5,487,NA,"Standard","Yes","No","Yes","Off-Peak","Yes",7.7,792
"793","Columbus","Las Vegas",2343,"Road",1.51,17015,52.7,0,"Low","Clear",86.3,801,"Automotive","Fragile","No","No","No","Off-Peak","No",4.6,793
"794","Houston","Seattle",2166,"Road",1.54,540,83.9,1,"Low","Clear",80.1,495,"Electronics","Refrigerated","No","No","No","Off-Peak","No",5.3,794
"795","Austin","Miami",2006,"Air",0.59,16671,72.4,3,"Low","Snow",76.1,182,"Clothing","Fragile","No","Yes","No","Off-Peak","No",7.5,795
"796","San Jose","Kansas City",2124,"Air",1.19,5180,99.8,1,"Medium","Rain",75.5,796,"Food","Fragile","No","Yes","No","Peak","Yes",5.7,796
"797","San Jose","Sacramento",618,"Road",1.26,14218,73.2,4,"Medium","Clear",79.4,606,"Clothing","Standard","No","No","No","Off-Peak","No",3.5,797
"798","Austin","Nashville",1814,"Road",0.74,13301,50.5,2,"Low","Clear",99.6,564,"Food","Refrigerated","No","No","No","Off-Peak","No",4.7,798
"799","Phoenix","Kansas City",2313,"Air",0.95,12192,88.5,1,"High","Storm",72.8,299,"Electronics","Standard","No","No","No","Off-Peak","No",4.7,799
"800","Philadelphia","Cleveland",747,"Road",0.8,12383,19.9,1,"Medium","Rain",74,674,"Food","Fragile","No","Yes","No","Peak","No",4.3,800
"801","Houston","Atlanta",2090,"Road",0.68,11952,20.3,0,"Low","Rain",72.5,266,"Electronics","Refrigerated","No","No","No","Off-Peak","No",4.9,801
"802","Chicago","Miami",322,"Road",1.78,13570,7.4,1,"Medium","Rain",76.3,88,"Pharmaceutical","Refrigerated","No","Yes","No","Off-Peak","Yes",3.7,802
"803","Chicago","Las Vegas",2224,"Air",1.01,19603,81.7,3,"Low","Snow",96.1,432,"Furniture","Fragile","No","Yes","No","Off-Peak","No",6.9,803
"804","New York","Nashville",2837,"Road",0.59,16768,70.4,1,"Low","Rain",74.2,477,"Clothing","Refrigerated","No","Yes","No","Off-Peak","No",9,804
"805","San Antonio","Cincinnati",2009,"Road",1.47,1612,5.3,0,"Low","Clear",70.6,957,"Electronics","Standard","No","No","No","Off-Peak","No",4.3,805
"806","Phoenix","Las Vegas",2019,"Rail",1.65,10611,92,2,"Medium","Rain",71.1,380,"Furniture","Standard","Yes","No","No","Off-Peak","No",4.9,806
"807","Fort Worth","Detroit",1289,"Rail",1.31,3323,98.1,1,"Medium","Clear",91.4,573,"Clothing","Refrigerated","No","No","No","Off-Peak","Yes",2.2,807
"808","San Antonio","Miami",457,"Air",1.25,8691,81.8,2,"High","Clear",85.9,669,"Furniture","Standard","No","No","No","Off-Peak",NA,1,808
"809","Dallas","Las Vegas",1435,"Rail",1.63,2098,29.1,1,"Low","Clear",80.5,592,"Clothing","Refrigerated","Yes","No","No","Peak","No",2.5,809
"810","Dallas","Miami",327,"Road",1.83,2201,45.6,3,"Low","Clear",94.2,563,"Pharmaceutical","Refrigerated","No","No","No","Peak","No",1.9,810
"811","Charlotte","Las Vegas",2275,"Road",1.74,16650,38.2,3,"Medium","Rain",72.8,945,"Automotive","Refrigerated","No","No","No","Off-Peak","No",6.6,811
"812","San Diego","Las Vegas",1131,"Rail",1.25,19085,7,0,"Low","Clear",83.3,540,"Clothing","Fragile","No","Yes","No","Off-Peak","Yes",3.6,812
"813",NA,"Atlanta",1726,"Road",1.69,8119,60.6,5,"Medium","Rain",82.2,393,"Electronics","Fragile","No","No","No","Peak","No",6.2,813
"814","Phoenix","Cleveland",1180,"Road",0.79,7436,33.4,0,"Medium","Clear",99.5,462,"Furniture","Oversized","Yes","Yes","No","Peak","No",4.5,814
"815","Phoenix","Orlando",650,"Road",1.06,9021,11.5,1,"Low","Clear",82.8,701,"Pharmaceutical","Oversized","No","No","No","Off-Peak","No",2.7,815
"816","San Diego","Nashville",1629,"Rail",1.11,8732,1.1,2,"Low","Clear",71.1,51,"Pharmaceutical","Fragile","No","Yes","No","Off-Peak","No",5.2,816
"817","Jacksonville","Cleveland",1188,"Air",0.64,19258,40.2,0,"Medium","Clear",96.6,242,"Clothing","Fragile","No","Yes","No","Peak","Yes",2.9,817
"818","Los Angeles","Boston",2594,"Road",0.5,14853,33.7,4,"Low","Rain",87.1,781,"Automotive","Fragile","Yes","No","No","Off-Peak","No",7.9,818
"819","Philadelphia","Orlando",326,"Road",1.08,5698,52.9,1,"Low","Clear",99.8,804,"Pharmaceutical","Oversized","No","No","No","Off-Peak","No",1,819
"820","Los Angeles","Atlanta",237,"Road",0.74,9871,38.9,1,"Medium","Storm",83.1,381,"Clothing","Refrigerated","No","No","No","Peak","No",2.3,820
"821","Houston","Portland",542,"Road",1.82,19571,37.3,0,"Low","Rain",99,98,"Furniture","Oversized","Yes","Yes","No","Peak","No",3.4,821
"822","San Jose","Seattle",10255,"Road",1.39,11393,2.8,0,"Low","Clear",98.1,395,"Furniture","Refrigerated","No","No","No","Peak","No",5.1,822
"823","Charlotte","Las Vegas",1355,"Air",1.18,1679,97.9,1,"Low","Snow",98.4,483,"Electronics","Fragile","No","No","No","Off-Peak","Yes",3.5,823
"824","San Antonio","Cleveland",2039,"Air",1.3,1280,55.4,1,"Medium","Clear",86.6,206,"Furniture","Fragile","No","Yes","No","Off-Peak","No",4.8,824
"825","Philadelphia","Portland",156,"Road",0.58,18134,4.7,0,"Low","Clear",98.4,872,"Electronics","Oversized","No","No","Yes","Off-Peak","No",3.5,825
"826","San Diego","Orlando",1432,"Road",1.63,16501,51.9,2,"Low","Rain",74.7,617,"Pharmaceutical","Oversized","No","No","No","Off-Peak","No",4.1,826
"827","New York","Boston",185,"Rail",NA,12571,46.3,5,"Low","Clear",94.7,911,"Automotive","Standard","No","No","No","Off-Peak","No",2.7,827
"828","San Diego","Orlando",1879,"Air",0.69,4357,51.5,3,"Medium","Clear",88.5,916,"Automotive","Fragile","No","No","No","Off-Peak","Yes",3.9,828
"829","Austin","Las Vegas",2601,"Road",1.42,7041,88.2,1,"Medium","Rain",79.7,471,"Food","Refrigerated","No","Yes","No","Peak","No",6.4,829
"830","Phoenix","Indianapolis",628,"Road",1.47,2913,5.8,1,"High","Clear",83.5,450,"Electronics","Refrigerated","No","Yes","No","Off-Peak","No",2.6,830
"831","Austin","Las Vegas",882,"Road",1.02,8685,21,0,"Low","Snow",87,18,"Pharmaceutical","Standard","No","Yes","No","Peak","No",5.2,831
"832","Charlotte","Detroit",2602,"Road",1.53,15490,6.2,1,"Low","Clear",87.8,644,"Automotive","Refrigerated","No","Yes","No","Off-Peak","No",8.6,832
"833","Charlotte","Denver",145,"Road",1.35,18203,45,3,"Low","Clear",71.9,951,"Furniture","Standard","No","No","Yes","Off-Peak","No",5.6,833
"834","Dallas","Las Vegas",2358,"Road",0.92,16552,13.2,1,"Low","Clear",72.4,85,"Electronics","Refrigerated","No","No","No","Off-Peak","No",6,834
"835","San Diego","Miami",1392,"Rail",1.87,19120,97.4,1,"Medium","Clear",76.6,274,"Clothing","Oversized","No","Yes","No","Off-Peak","No",3.8,835
"836","San Jose","Denver",286,"Road",0.57,7592,13.2,0,"Medium","Clear",92,185,"Electronics","Oversized","Yes","Yes","No","Peak","No",2.8,836
"837","Charlotte","Las Vegas",2725,"Road",1.85,1028,4.1,1,"Medium","Clear",75.7,766,"Pharmaceutical","Oversized","No","Yes","No","Off-Peak","No",7.1,837
"838","Charlotte","Cleveland",608,"Road",1.73,5862,49.9,1,"High","Clear",98.8,303,"Clothing","Refrigerated","No","No","Yes","Off-Peak","No",4.3,838
"839","Houston","Portland",2251,"Air",0.99,19994,21.9,0,"Medium","Clear",74.1,54,"Food","Refrigerated","No","No","Yes","Off-Peak","No",5.3,839
"840","Jacksonville","Cincinnati",1323,"Road",1.13,9030,43.5,1,"Low","Clear",81.9,825,"Food","Standard","No","No","No","Off-Peak","No",2.7,840
"841","Dallas","Indianapolis",2028,"Road",1.26,19901,12.4,3,"Medium","Clear",97.6,334,"Automotive","Refrigerated","No","No","No","Peak","No",5.3,841
"842","Fort Worth","Portland",603,"Road",1.33,14178,28.9,1,"Medium","Clear",96,558,"Pharmaceutical","Standard","No","No","Yes","Off-Peak","No",4.2,842
"843","Dallas","Indianapolis",2651,"Road",0.61,6064,73.8,1,"Low","Storm",90.7,949,"Food","Oversized","No","No","Yes","Off-Peak","No",10.1,843
"844","Houston","Cincinnati",194,"Road",0.98,18176,28.7,4,"Low","Clear",97.6,494,"Furniture","Standard","No","Yes","No","Off-Peak","Yes",3.9,844
"845","Chicago","Atlanta",700,"Rail",0.85,9539,20.1,1,"Low","Clear",88.1,638,"Automotive","Fragile","No","Yes","No","Peak","Yes",4.1,845
"846","San Antonio","Miami",822,"Road",0.65,16325,10.1,1,"Low","Rain",94.9,329,"Pharmaceutical","Oversized","Yes","No","No","Peak","No",3,846
"847","Houston","Boston",2313,"Road",1.97,5144,68.3,NA,"Low","Clear",84.9,638,"Pharmaceutical","Oversized","No","No","No","Off-Peak","No",4.4,847
"848","San Diego","Detroit",1189,"Air",1.01,19166,26.2,0,"Low","Clear",77.2,75,"Electronics","Oversized","No","Yes","No","Peak","No",4.1,848
"849","San Diego","Miami",872,"Road",1.9,9313,26.7,1,"Low","Clear",95.1,817,"Furniture","Refrigerated","No","Yes","No","Off-Peak","No",4.4,849
"850","Phoenix","Sacramento",279,"Rail",1.72,2689,15.7,0,"High","Rain",70.2,664,"Furniture","Fragile","No","Yes","Yes","Off-Peak","No",5.3,850
"851","Phoenix","Indianapolis",1526,"Air",1.11,15429,44.5,1,"Low","Clear",94.4,95,"Pharmaceutical","Oversized","Yes","No","No","Peak","No",2.5,851
"852","San Diego","Indianapolis",1382,"Road",1.7,2927,66.9,2,"High","Snow",94.9,846,"Pharmaceutical","Standard","No","No","No","Off-Peak","No",-3.5,852
"853","Philadelphia","Detroit",2960,"Road",0.87,10869,80.6,2,"High","Rain",75.5,518,"Pharmaceutical","Fragile","No","No","No","Off-Peak","No",5.6,853
"854","Houston","Portland",469,"Air",1.67,13184,92.7,1,"Low","Clear",81.3,397,"Automotive","Refrigerated","No","No","No","Off-Peak","Yes",1,854
"855","Chicago","Boston",2510,"Air",0.63,11565,55.9,0,"Low","Clear",70.7,686,"Pharmaceutical","Standard","No","Yes","No","Peak","No",5.5,855
"856","Austin","Miami",137,"Road",0.82,10149,66.6,1,"Low","Rain",84.1,314,"Clothing","Oversized","Yes","No","Yes","Peak","No",3.4,856
"857","San Jose","Detroit",2347,"Road",1.97,18615,3.6,1,"Low","Clear",73.6,873,"Pharmaceutical","Fragile","Yes","No","No","Peak","Yes",6,857
"858","Fort Worth","Nashville",725,"Road",0.57,4609,90.6,2,"Medium","Clear",83.3,246,"Clothing","Refrigerated","No","No","No","Peak","No",1.9,858
"859","San Antonio","Cincinnati",445,"Rail",1.32,374,30.3,2,"Medium","Clear",79.3,217,"Automotive","Oversized","No","No","No","Off-Peak","No",1.4,859
